Date,Événement 1,Événement 2, Net sales total , Net sales QC , Net sales ROC , Net sales USA , Total Ad Spend ,ROAS global,, QC Meta Ad spend  , ROAS QC ,, USA Meta Ad Spend , ROAS USA ,, ROC Meta Ad spend  , ROAS ROC , La Presse , Autre Ad Numérique ,% pub total,% pub QC,% pub ROC,% pub USA,Website sessions,Nb. of Orders,Conv. rate,AOV,$/session,Commentaires/constats, Dépensé 2023A - FB Post Foulard  ," CPA 
2023A - FB Post Foulard ", Dépensé - 2023A - FB Post Prévente , CPA - 2023A - FB Post Prévente , Dépensé 2023A - FB Post Sac Lunch , CPA 2023A - FB Post Sac Lunch , Dépensé 2023A - APM prévente post , CPA 2023A - APM prévente post , Dépensé 2023A - FB Post Semelles ,  CPA 2023A - FB Post Semelles  , Dépensé 2023A - FB Post Bandeaux  ," CPA 
2023A - FB Post Bandeaux "
All time,AVERAGES,," $ 1,745.93 ",,,, $ 617.90 ,2.83,, $ 248.18 ,,, $ 250.34 ,,, $ 58.75 ,,,,35.39%,#DIV/0!,#DIV/0!,#DIV/0!,852,23.33,2.74%,$66.50,$1.76,,,,,,,,,,,,,
9/17/2023,Réactivation campagne graines automne / campagne mega post automne,20$/j sur LAS FR et 20$/j sur APM FR. 25$/j sur M&M. Tous les posts legacy + nouveau post été + post automne," $ 1,739.43 ",,,,,25.39,, $ 68.51 ,,,,,,,,,,3.94%,#DIV/0!,#DIV/0!,#DIV/0!,377,23,6.10%,$75.63,$4.61,,,,,,,,,,,,,
9/18/2023,,, $ 487.27 ,,,,,5.45,, $ 89.47 ,,,,,,,,,,18.36%,#DIV/0!,#DIV/0!,#DIV/0!,411,14,3.41%,$34.81,$1.19,,,,,,,,,,,,,
9/19/2023,,, $ 496.11 ,,,,,5.77,, $ 85.93 ,,,,,,,,,,17.32%,#DIV/0!,#DIV/0!,#DIV/0!,326,12,3.68%,$41.34,$1.52,,,,,,,,,,,,,
9/20/2023,,, $ 760.19 ,,,,,9.14,, $ 83.14 ,,,,,,,,,,10.94%,#DIV/0!,#DIV/0!,#DIV/0!,329,12,3.65%,$63.35,$2.31,,,,,,,,,,,,,
9/21/2023,Création campagne média 23-24 + ajustement budget mega post,"Le ROAS de la campagne traffic mega post semble bon mais ça peut être skewed a cause de la prévente. Néanmoins, augmenté de 10$ à 20$ et Awareness ramené de 10 à 5. Ajout de Geo Plein air et Magazine LIGNE à la nouvelle campagne media qui est a 20$ par jour", $ 435.09 ,,,,,4.14,, $ 105.18 ,,,,,,,,,,24.17%,#DIV/0!,#DIV/0!,#DIV/0!,486,9,1.85%,$48.34,$0.90,,,,,,,,,,,,,
9/22/2023,Post FB organique prévente + pub 20$/jour dessus,fonctions advantage audience et multi-advertiser activées, $ 355.39 ,,,,,3.57,, $ 99.56 ,,,,,,,,,,28.01%,#DIV/0!,#DIV/0!,#DIV/0!,461,14,3.04%,$25.39,$0.77,,,,,,,,,,,,,
9/23/2023,,," $ 5,442.20 ",,,,,52.96,, $ 102.77 ,,,,,,,,,,1.89%,#DIV/0!,#DIV/0!,#DIV/0!,1389,82,5.90%,$66.37,$3.92,,,,,,,,,,,,,
9/24/2023,,," $ 2,605.26 ",,,,,22.21,, $ 117.28 ,,,,,,,,,,4.50%,#DIV/0!,#DIV/0!,#DIV/0!,969,46,4.75%,$56.64,$2.69,,,,,,,,,,,,,
9/25/2023,Monter la pub Prévente à 50$/jour,," $ 2,189.91 ",,,,,15.84,, $ 138.24 ,,,,,,,,,,6.31%,#DIV/0!,#DIV/0!,#DIV/0!,678,36,5.31%,$60.83,$3.23,,,,,,,,,,,,,
9/26/2023,,," $ 1,629.46 ",,,,,11.32,, $ 143.89 ,,,,,,,,,,8.83%,#DIV/0!,#DIV/0!,#DIV/0!,688,29,4.22%,$56.19,$2.37,,,,,,,,,,,,,
9/27/2023,Pub graines augmentation budget,"M&M 20$/jour a 60, APM 20$/jour a 60, LAS 20$ à 40"," $ 1,263.07 ",,,,,5.89,, $ 214.42 ,,,,,,,,,,16.98%,#DIV/0!,#DIV/0!,#DIV/0!,682,33,4.84%,$38.27,$1.85,,,,,,,,,,,,,
9/28/2023,,," $ 1,022.31 ",,,,,4.46,, $ 229.01 ,,,,,,,,,,22.40%,#DIV/0!,#DIV/0!,#DIV/0!,635,26,4.09%,$39.32,$1.61,,,,,,,,,,,,,
9/29/2023,,," $ 1,339.42 ",,,,,5.89,, $ 227.31 ,,,,,,,,,,16.97%,#DIV/0!,#DIV/0!,#DIV/0!,633,31,4.90%,$43.21,$2.12,,,,,,,,,,,,,
9/30/2023,,, $ 550.75 ,,,,,2.57,, $ 214.50 ,,,,,,,,,,38.95%,#DIV/0!,#DIV/0!,#DIV/0!,648,15,2.31%,$36.72,$0.85,,,,,,,,,,,,,
10/1/2023,,," $ 1,206.72 ", $ 988.70 , $ 218.02 , $ (0.00),,4.84,, $ 249.48 ,,,,,,,,,,20.67%,25.23%,0.00%,0.00%,904,29,3.21%,$41.61,$1.33,,,,,,,,,,,,,
10/2/2023,"Monter la pub prévente à 75$/jour /// La pub devient ""Contenu publicitaire limité""",," $ 1,221.44 ", $ 916.54 , $ 304.90 , $ 0.00 ,,4.70,, $ 259.75 ,,,,,,,,,,21.27%,28.34%,0.00%,0.00%,944,34,3.60%,$35.92,$1.29,,,,,,,,,,,,,
10/3/2023,Pub prévente redescendue à 50$/jour,, $ 737.29 , $ 515.58 , $ 221.71 , $ (0.00),,2.60,, $ 283.59 ,,,,,,,,,,38.46%,55.00%,0.00%,0.00%,878,26,2.96%,$28.36,$0.84,,,,,,,,,,,,,
10/4/2023,"Ajout publicité Sac Lunch dans le Ad Set avec Prévente.
Monter le budget du Ad Set à 60$/jour pour le ad set",," $ 1,147.75 ", $ 981.62 , $ 166.13 , $ -   ,,4.04,, $ 283.76 ,,,,,,,,,,24.72%,28.91%,0.00%,#DIV/0!,825,29,3.52%,$39.58,$1.39,,,,,,,,,,,,,
10/5/2023,,, $ 723.34 , $ 462.75 , $ 203.02 , $ 57.57 ,,2.50,, $ 289.60 ,,,,,,,,,,40.04%,62.58%,0.00%,0.00%,693,22,3.17%,$32.88,$1.04,,,,,,,,,,,,,
10/6/2023,(Phil) Fin de la pub IG post Fidjie (turn off en fin de journée),"- IG Post Fidjie: 60$+ dépensé et aucune conversion. Turn off.

- On a eu deux conversions avec le post de prévente sur IG aujourd'hui, mais 0 avant aujourd'hui. Je vais quand même laisser rouler la pub quelques jours encore, voir si les conversions montent ou si c'était juste un one-time thing chanceux de IG.

- On a eu notre meilleure journée depuis un boute. Mais ça s'explique entre autre par une commande de 400$ de graines (L-17163)"," $ 2,682.06 "," $ 2,350.11 ", $ 105.61 , $ 226.34 ,,9.75,, $ 275.20 ,,,,,,,,,,10.26%,11.71%,0.00%,0.00%,746,30,4.02%,$89.40,$3.60,,,,,,,,,,,,,
10/7/2023,Augmentation budget graines ROC,"Ad set M&M de 60$ à 80$. 5,53$/conversion en octobre, excellent"," $ 1,471.90 "," $ 1,067.93 ", $ 403.97 , $ -   ,,5.62,, $ 262.09 ,,,,,,,,,,17.81%,24.54%,0.00%,#DIV/0!,797,33,4.14%,$44.60,$1.85,,,,,,,,,,,,,
10/8/2023,Problème de facturation,"Le paiement de carte de crédit a pas passé, je sais pas pourquoi. Je m'en suis rendu compte en fin pm, je pense pas qu'il y a eu un gros gap, mais on remarque un gap de ventes entre 3pm et 6pm, et beaucoup moins de visites. "," $ 1,601.29 "," $ 1,149.42 ", $ 451.87 , $ (0.00),,5.14,, $ 311.34 ,,,,,,,,,,19.44%,27.09%,0.00%,0.00%,846,35,4.14%,$45.75,$1.89,,,,,,,,,,,,,
10/9/2023,,," $ 1,586.63 "," $ 1,301.19 ", $ 269.04 , $ 16.40 ,,5.27,, $ 300.80 ,,,,,,,,,,18.96%,23.12%,0.00%,0.00%,897,30,3.34%,$52.89,$1.77,,,,,,,,,,,,,
10/10/2023,,, $ 934.03 , $ 767.85 , $ 182.58 , $ (16.40),,3.17,, $ 294.36 ,,,,,,,,,,31.52%,38.34%,0.00%,0.00%,718,20,2.79%,$46.70,$1.30,,,,,,,,,,,,,
10/11/2023,,, $ 938.07 , $ 739.88 , $ 198.19 , $ 0.00 ,,3.23,, $ 290.26 ,,,,,,,,,,30.94%,39.23%,0.00%,0.00%,680,21,3.09%,$44.67,$1.38,,,,,,,,,,,,,
10/12/2023,,," $ 2,388.23 "," $ 2,227.99 ", $ 160.24 , $ 0.00 ,,8.38,, $ 284.91 ,,,,,,,,,,11.93%,12.79%,0.00%,0.00%,1022,52,5.09%,$45.93,$2.34,,,,,,,,,,,,,
10/13/2023,"Fin FB Ads IG à 25$/jour
Début FB Ads Semelles 50$/jour",," $ 1,870.44 "," $ 1,739.21 ", $ 131.23 , $ 0.00 ,,6.58,, $ 284.40 ,,,,,,,,,,15.20%,16.35%,0.00%,0.00%,816,31,3.80%,$60.34,$2.29,,,,,,,,,,,,,
10/14/2023,"Début d'une campagne engagement pour les posts actuels (Semelles, sacs lunchs, prévente). 30$/jour

Début utilisation ""Audience Advantage+"" sur la campagne/ad set ""Mega Post 23 trafic"". Selon Meta 33% de réduction de coût si on rajoutait ça.","(Phil) Je remarque que l'engagement ""organique"" a beaucoup ralenti malgré une publicité de type ""conversion"" en place. Pourtant on avait pas mal de ventes organiques avec l'engagement qui montait beaucoup en même temps. Je veux que l'engagement sur les posts continuent de monter car je crois qu'ils sont bons à la base et peuvent devenir meilleurs avec plus d'engagements. La campagne engagement se fait avec tous les francophones du Canada+Vermont+New Hampshire+Maine (les 3 états américains avec le plus de Francos 20%+ de la pop)"," $ 1,617.80 "," $ 1,376.48 ", $ 241.32 , $ (0.00),,5.43,, $ 297.72 ,,,,,,,,,,18.40%,21.63%,0.00%,0.00%,895,32,3.58%,$50.56,$1.81,,,,,,,,,,,,,
10/15/2023,Infolettre Fr et EN envoyée en tranches 20% à 12h45 jusqu'à 16h45," Infolettre automnale: Bandeaux, cache-cous, foulards, graines"," $ 4,568.73 "," $ 4,031.57 ", $ 493.42 , $ 43.74 ,,12.73,, $ 358.78 ,,,,,,,,,,7.85%,8.90%,0.00%,0.00%,1791,70,3.91%,$65.27,$2.55,,,,,,,,,,,,,
10/16/2023,,," $ 3,175.42 "," $ 2,343.19 ", $ 832.23 , $ -   ,,8.72,, $ 363.96 ,,,,,,,,,,11.46%,15.53%,0.00%,#DIV/0!,1399,44,3.15%,$72.17,$2.27,,,,,,,,,,,,,
10/17/2023,,," $ 1,556.31 "," $ 1,473.04 ", $ 83.27 , $ (0.00),,4.44,, $ 350.81 ,,,,,,,,,,22.54%,23.82%,0.00%,0.00%,948,33,3.48%,$47.16,$1.64,,,,,,,,,,,,,
10/18/2023,Ajout du post APM dans le Ad Set de prévente,À voir si ça donne des bons résultats (baisse du CPA et pas de distribution déséquilibrée par META). Sinon on va enlever le post et faire un adset séparé avec un targeting différent," $ 2,019.12 "," $ 1,800.31 ", $ 218.81 , $ (0.00),,5.87,, $ 343.72 ,,,,,,,,,,17.02%,19.09%,0.00%,0.00%,936,35,3.74%,$57.69,$2.16,,,,,,,,,,,,,
10/19/2023,,, $ 831.48 , $ 649.55 , $ 181.93 , $ 0.00 ,,2.50,, $ 332.83 ,,,,,,,,,,40.03%,51.24%,0.00%,0.00%,339,13,3.83%,$63.96,$2.45,,,,,,,,,,,,,
10/20/2023,,," $ 1,691.39 "," $ 1,445.60 ", $ 245.79 , $ 0.00 ,,5.15,, $ 328.30 ,,,,,,,,,,19.41%,22.71%,0.00%,0.00%,738,26,3.52%,$65.05,$2.29,,,,,,,,,,,,,
10/21/2023,,," $ 3,121.97 "," $ 2,383.61 ", $ 103.58 , $ 634.78 ,,9.32,, $ 334.89 ,,,,,,,,,,10.73%,14.05%,0.00%,0.00%,823,25,3.04%,$124.88,$3.79,,,,,,,,,,,,,
10/22/2023,,," $ 1,859.75 "," $ 1,617.51 ", $ 242.24 , $ -   ,,5.00,, $ 372.16 ,,,,,,,,,,20.01%,23.01%,0.00%,#DIV/0!,1018,30,2.95%,$61.99,$1.83,,,,,,,, $ 30.84 , $ 30.84 , $ 54.65 , $ 10.93 ,,
10/23/2023,,," $ 1,486.77 "," $ 1,319.44 ", $ 167.33 , $ (0.00),,4.14,, $ 359.23 ,,,,,,,,,,24.16%,27.23%,0.00%,0.00%,834,29,3.48%,$51.27,$1.78,,,, $ 34.31 , $ 34.31 , $ 3.07 ,, $ 25.02 , $ 8.34 , $ 51.43 , $ 10.29 ,,
10/24/2023,,, $ 924.31 , $ 741.39 , $ 182.92 , $ (0.00),,2.63,, $ 351.33 ,,,,,,,,,,38.01%,47.39%,0.00%,0.00%,810,21,2.59%,$44.01,$1.14,,,, $ 26.40 , $ 13.20 , $ 3.02 ,, $ 31.86 ,, $ 51.18 , $ 25.59 ,,
10/25/2023,,," $ 2,257.04 "," $ 1,964.37 ", $ 292.67 , $ 0.00 ,,6.61,, $ 341.33 ,,, $ -   ,,, $ -   ,,,,15.12%,17.38%,0.00%,0.00%,827,36,4.35%,$62.70,$2.73,,,, $ 32.18 , $ 8.05 , $ 3.07 ,, $ 24.52 , $ 12.26 , $ 48.41 , $ 12.10 ,,
10/26/2023,,," $ 1,760.79 "," $ 1,692.26 ", $ 68.53 , $ (0.00),,4.75,, $ 370.70 ,,, $ -   ,,, $ -   ,,,,21.05%,21.91%,0.00%,0.00%,708,25,3.53%,$70.43,$2.49,, $ -   ,, $ 24.62 ,, $ 2.32 ,, $ 31.94 , $ 15.97 , $ 49.33 , $ 9.87 ,,
10/27/2023,Ajout pub,"(Gabriel) Post organique foulard + ajout dans ad sets conversion et engagement. Remaniement du budget de campagne de graines. LasclayFR 40 à 10, APM 60 à 80, M&M 80 à 100"," $ 1,452.39 "," $ 1,274.89 ", $ 177.50 , $ -   ,,4.29,, $ 338.87 ,,, $ -   ,,, $ -   ,,,,23.33%,26.58%,0.00%,#DIV/0!,796,26,3.27%,$55.86,$1.82,, $ 1.92 ,, $ 14.50 , $ 2.90 , $ 1.83 ,, $ 37.05 , $ 37.05 , $ 45.78 , $ 45.78 ,,
10/28/2023,,," $ 1,032.29 ", $ 895.74 , $ 136.55 , $ (0.00),,3.05,, $ 338.47 ,,, $ -   ,,, $ -   ,,,,32.79%,37.79%,0.00%,0.00%,737,18,2.44%,$57.35,$1.40,, $ 13.38 ,, $ 13.18 , $ 13.18 , $ 2.02 ,, $ 30.06 , $ 30.06 , $ 49.22 , $ 16.41 ,,
10/29/2023,Ajustement pub,(Gabriel) J'ai enlevé le post organique foulard de la campagne engagement. Elle venait tout bouffer le budget et plus rien n'allait sur les semelles. Je ne sais pas si c'est relié mais les ventes ont baissé alors je l'ai enlevé. Le post de semelles est meilleur et a fait ses preuves. Je l'ai laissé en conversion pcq les semelles sont dans un autre adset.," $ 2,566.89 "," $ 2,334.25 ", $ 232.64 , $ (0.00),,7.51,, $ 341.81 ,,, $ -   ,,, $ -   ,,,,13.32%,14.64%,0.00%,0.00%,829,36,4.34%,$71.30,$3.10,, $ 12.07 , $ 4.02 , $ 12.94 , $ 6.47 , $ 2.19 ,, $ 30.71 , $ 10.24 , $ 48.40 , $ 3.72 ,,
10/30/2023,Turn off publicité des graines,," $ 2,701.41 "," $ 2,384.16 ", $ 317.25 , $ -   ,,10.98,, $ 246.14 ,,, $ -   ,,, $ -   ,,,,9.11%,10.32%,0.00%,#DIV/0!,802,34,4.24%,$79.45,$3.37,, $ 11.22 ,, $ 19.08 , $ 4.77 , $ 2.62 , $ 2.62 , $ 26.08 ,, $ 48.37 , $ 4.40 ,,
10/31/2023,,," $ 2,175.85 "," $ 1,833.52 ", $ -   , $ 342.33 , $ 180.98 ,12.02,, $ 180.98 ,,, $ -   ,,, $ -   ,,,,8.32%,9.87%,#DIV/0!,0.00%,638,28,4.39%,$77.71,$3.41,, $ 10.71 ,, $ 29.71 , $ 4.95 , $ 1.98 , $ 1.98 , $ 23.56 , $ 7.85 , $ 55.15 , $ 6.89 ,,
11/1/2023,Scale up du budget pub QC,"Au QC, on scale le budget pub de 165$/jour à 215$/jour"," $ 2,889.30 "," $ 2,889.30 ", $ -   , $ -   , $ 236.68 ,12.94,, $ 223.35 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,8.19%,94.37%,0.00%,#DIV/0!,819,39,4.76%,$74.08,$3.53,, $ 22.01 , $ 5.50 , $ 35.54 , $ 3.95 , $ 1.86 , $ 1.86 , $ 19.30 , $ 6.43 , $ 78.34 , $ 15.67 ,,
11/2/2023,,," $ 2,326.88 "," $ 2,326.88 ", $ -   , $ -   , $ 232.56 ,10.61,, $ 219.23 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,9.99%,94.27%,0.00%,#DIV/0!,805,34,4.22%,$68.44,$2.89,, $ 31.13 , $ 7.78 , $ 32.21 , $ 4.60 , $ 1.39 ,, $ 12.25 , $ 6.13 , $ 77.34 , $ 9.67 ,,
11/3/2023,,," $ 2,549.43 "," $ 2,389.46 ", $ 159.97 , $ (0.00), $ 221.18 ,12.27,, $ 207.85 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,8.68%,93.97%,0.00%,0.00%,699,32,4.58%,$79.67,$3.65,, $ 19.81 , $ 9.90 , $ 41.54 , $ 8.31 , $ 1.22 ,, $ 9.43 , $ 9.43 , $ 72.74 , $ 5.60 ,,
11/4/2023,,," $ 2,499.36 "," $ 2,499.36 ", $ -   , $ -   , $ 227.19 ,11.69,, $ 213.86 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,9.09%,94.13%,0.00%,#DIV/0!,801,32,4.00%,$78.11,$3.12,, $ 17.12 , $ 8.56 , $ 44.27 , $ 14.76 , $ 3.19 , $ 1.06 , $ 10.43 , $ 10.43 , $ 74.75 , $ 6.80 ,,
11/5/2023,,," $ 2,753.51 "," $ 2,523.54 ", $ 229.97 , $ 0.00 , $ 243.84 ,11.95,, $ 230.51 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,8.86%,94.53%,0.00%,0.00%,813,33,4.06%,$83.44,$3.39,, $ 16.92 ,, $ 45.91 , $ 5.74 , $ 5.20 ,, $ 12.30 , $ 6.15 , $ 80.85 , $ 8.09 ,,
11/6/2023,,Monté le budget FB campagne conversion de 75 à 80$/jour," $ 2,050.20 "," $ 2,050.20 ", $ -   , $ -   , $ 233.87 ,9.30,, $ 220.54 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,11.41%,94.30%,0.00%,#DIV/0!,727,29,3.99%,$70.70,$2.82,, $ 16.42 , $ 8.21 , $ 39.88 , $ 7.98 , $ 6.92 ,, $ 15.46 , $ 7.73 , $ 76.36 , $ 5.09 ,,
11/7/2023,,," $ 1,405.11 "," $ 1,285.13 ", $ 119.98 , $ 0.00 , $ 227.95 ,6.55,, $ 214.62 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,16.22%,94.15%,0.00%,0.00%,720,23,3.19%,$61.09,$1.95,, $ 17.97 , $ 17.97 , $ 41.88 , $ 5.98 , $ 4.53 ,, $ 13.62 ,, $ 72.25 , $ 8.03 ,,
11/8/2023,"Pub des semelles devenue ""contenu créatif limité""",," $ 2,888.73 "," $ 2,888.73 ", $ -   , $ -   , $ 228.96 ,13.40,, $ 215.63 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,7.93%,94.18%,0.00%,#DIV/0!,663,26,3.92%,$111.11,$4.36,, $ 22.06 , $ 22.06 , $ 40.54 , $ 10.14 , $ 2.91 , $ 1.46 , $ 13.24 ,, $ 72.28 , $ 10.33 ,,
11/9/2023,,," $ 2,211.83 "," $ 2,156.89 ", $ 54.94 , $ 0.00 , $ 227.39 ,10.33,, $ 214.06 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,10.28%,94.14%,0.00%,0.00%,746,28,3.75%,$78.99,$2.96,, $ 22.09 , $ 11.05 , $ 38.11 , $ 6.35 , $ 3.14 ,, $ 15.84 , $ 5.28 , $ 72.33 , $ 12.06 ,,
11/10/2023,Ajout de la pub QC FR des bandeaux dans le ad set lookalike avec les semelles pour contrebalancer le creative fatigue,"(Phil) Malgré l'ajout d'une nouvelle pub dans le ad set, on garde le budget à 75$/jour pour ce ad set"," $ 3,397.63 "," $ 3,397.63 ", $ -   , $ -   , $ 228.91 ,15.76,, $ 215.58 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,6.74%,94.18%,0.00%,#DIV/0!,719,37,5.15%,$91.83,$4.73,, $ 17.69 , $ 4.42 , $ 39.30 , $ 9.82 , $ 3.90 , $ 3.90 , $ 18.29 , $ 6.10 , $ 71.24 , $ 5.94 , $ 3.31 , $ 3.31 
11/11/2023,,," $ 1,774.48 "," $ 1,734.50 ", $ 39.98 ,0, $ 232.17 ,8.11,, $ 218.84 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,13.08%,94.26%,0.00%,#DIV/0!,667,27,4.05%,$65.72,$2.66,, $ 9.44 , $ 2.36 , $ 43.37 , $ 8.67 , $ 3.81 , $ 3.81 , $ 22.48 , $ 11.24 , $ 72.28 , $ 14.46 , $ 3.82 , $ 3.82 
11/12/2023,Envoi infolettre cartes-cadeaux,10$ de carte-cadeau / tranche de 99$ dépensé," $ 4,405.94 "," $ 4,295.96 ", $ 109.98 , $ -   , $ 241.71 ,19.29,, $ 228.38 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,5.49%,94.48%,0.00%,#DIV/0!,1138,50,4.39%,$88.12,$3.87,, $ 13.67 , $ 3.42 , $ 40.10 , $ 5.01 , $ 3.31 ,, $ 27.37 , $ 3.91 , $ 72.30 , $ 14.46 , $ 3.38 , $ 3.38 
11/13/2023,,," $ 3,602.33 "," $ 3,382.38 ", $ 219.95 , $ (0.00), $ 243.09 ,15.68,, $ 229.76 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,6.75%,94.52%,0.00%,0.00%,791,45,5.69%,$80.05,$4.55,, $ 14.10 , $ 4.70 , $ 36.78 , $ 5.52 , $ 3.20 , $ 3.20 , $ 30.15 , $ 10.05 , $ 75.28 , $ 9.41 , $ 3.72 ,
11/14/2023,,," $ 3,340.14 "," $ 3,220.16 ", $ 119.98 , $ 0.00 , $ 236.37 ,14.98,, $ 223.04 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,7.08%,94.36%,0.00%,0.00%,713,36,5.05%,$92.78,$4.68,,,,,,,,,,,,,
11/15/2023,,," $ 1,243.65 "," $ 1,243.65 ", $ -   , $ -   , $ 234.58 ,5.62,, $ 221.25 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,18.86%,94.32%,0.00%,#DIV/0!,636,17,2.67%,$73.16,$1.96,,,,,,,,,,,,,
11/16/2023,,," $ 1,582.06 "," $ 1,582.06 ", $ -   , $ -   , $ 226.75 ,7.41,, $ 213.42 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,14.33%,94.12%,0.00%,#DIV/0!,550,20,3.64%,$79.10,$2.88,,,,,,,,,,,,,
11/17/2023,,," $ 1,530.56 "," $ 1,530.56 ", $ -   , $ -   , $ 221.79 ,7.34,, $ 208.46 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,14.49%,93.99%,0.00%,#DIV/0!,579,24,4.15%,$63.77,$2.64,,,,,,,,,,,,,
11/18/2023,,," $ 1,995.51 "," $ 1,995.51 ", $ -   , $ -   , $ 224.27 ,9.46,, $ 210.94 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,11.24%,94.05%,0.00%,#DIV/0!,602,26,4.32%,$76.75,$3.31,,,,,,,,,,,,,
11/19/2023,,," $ 1,542.45 "," $ 1,542.45 ", $ -   , $ -   , $ 244.95 ,6.66,, $ 231.62 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,15.88%,94.56%,0.00%,#DIV/0!,682,21,3.08%,$73.45,$2.26,,,,,,,,,,,,,
11/20/2023,,," $ 2,478.47 "," $ 2,478.47 ", $ -   , $ -   , $ 240.79 ,10.90,, $ 227.46 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,9.72%,94.46%,0.00%,#DIV/0!,671,27,4.02%,$91.80,$3.69,,,,,,,,,,,,,
11/21/2023,,," $ 2,184.38 "," $ 2,065.10 ", $ -   , $ 119.28 , $ 233.46 ,9.92,, $ 220.13 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,10.69%,94.29%,0.00%,0.00%,669,29,4.33%,$75.32,$3.27,,,,,,,,,,,,,
11/22/2023,,," $ 2,776.62 "," $ 2,656.64 ", $ 119.98 , $ 0.00 , $ 229.61 ,12.84,, $ 216.28 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,8.27%,94.19%,0.00%,0.00%,586,32,5.46%,$86.77,$4.74,,,,,,,,,,,,,
11/23/2023,,," $ 2,546.38 "," $ 2,546.38 ", $ -   , $ -   , $ 229.91 ,11.76,, $ 216.58 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,9.03%,94.20%,0.00%,#DIV/0!,550,28,5.09%,$90.94,$4.63,,,,,,,,,,,,,
11/24/2023,,," $ 3,352.81 "," $ 3,352.81 ", $ -   , $ -   , $ 289.40 ,12.14,, $ 276.07 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,8.63%,95.39%,0.00%,#DIV/0!,644,36,5.59%,$93.13,$5.21,,,,,,,,,,,,,
11/25/2023,infolettre rappel BFCM cartes cadeaux,," $ 5,799.66 "," $ 5,559.70 ", $ 239.96 , $ 0.00 , $ 407.93 ,14.70,, $ 394.60 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,7.03%,96.73%,0.00%,0.00%,1309,50,3.82%,$115.99,$4.43,,,,,,,,,,,,,
11/26/2023,,," $ 5,173.60 "," $ 5,019.65 ", $ 153.95 ,0, $ 431.53 ,12.37,, $ 418.20 ,,, $ -   ,,, $ -   ,, $ -   , $ 13.33 ,8.34%,96.91%,0.00%,#DIV/0!,999,50,5.01%,$103.47,$5.18,,,,,,,,,,,,,
11/27/2023,,," $ 5,512.73 "," $ 5,392.75 ", $ 119.98 , $ (0.00), $ 396.51 ,14.39,, $ 383.18 ,,,,,, $ -   ,, $ -   , $ 13.33 ,7.19%,96.64%,0.00%,0.00%,864,51,5.90%,$108.09,$6.38,,,,,,,,,,,,,
11/28/2023,"Début campagne ""Atelier Direct"" La Presse à 25$/jour",," $ 2,773.37 "," $ 2,733.37 ", $ 39.98 , $ 0.02 , $ 295.91 ,10.77,, $ 257.58 ,,,,,, $ -   ,, $ 25.00 , $ 13.33 ,10.67%,87.05%,0.00%,0.00%,827,29,3.51%,$95.63,$3.35,,,,,,,,,,,,,
11/29/2023,,," $ 2,910.12 "," $ 2,760.16 ", $ 149.96 , $ 0.00 , $ 281.44 ,11.97,, $ 243.11 ,,,,,, $ -   ,, $ 25.00 , $ 13.33 ,9.67%,86.38%,0.00%,0.00%,829,28,3.38%,$103.93,$3.51,,,,,,,,,,,,,
11/30/2023,Pause pub sac lunch (back order),," $ 2,514.65 "," $ 2,382.76 ", $ 131.89 , $ (0.00), $ 281.78 ,10.33,, $ 243.45 ,,,,,, $ -   ,, $ 25.00 , $ 13.33 ,11.21%,86.40%,0.00%,0.00%,840,33,3.93%,$76.20,$2.99,,,,,,,,,,,,,
12/1/2023,,," $ 1,965.53 "," $ 1,918.55 ", $ 46.98 , $ -   , $ 264.62 ,8.20,, $ 239.62 ,,,,,, $ -   ,, $ 25.00 ,,13.46%,90.55%,0.00%,#DIV/0!,824,25,3.03%,$78.62,$2.39,,,,,,,,,,,,,
