Date,Événement 1,Événement 2, Net sales total , Net sales QC , Net sales ROC , Net sales USA , Total Ad Spend ,ROAS global,, QC Meta Ad spend  , ROAS QC ,, USA Meta Ad Spend , ROAS USA ,, ROC Meta Ad spend  , ROAS ROC , La Presse , Autre Ad Numérique ,% pub total,% pub QC,% pub ROC,% pub USA,Website sessions,Nb. of Orders,Conv. rate,AOV,$/session,Commentaires/constats, Dépensé 2023A - FB Post Foulard  ," CPA 
2023A - FB Post Foulard ", Dépensé - 2023A - FB Post Prévente , CPA - 2023A - FB Post Prévente , Dépensé 2023A - FB Post Sac Lunch , CPA 2023A - FB Post Sac Lunch , Dépensé 2023A - APM prévente post , CPA 2023A - APM prévente post , Dépensé 2023A - FB Post Semelles ,  CPA 2023A - FB Post Semelles  , Dépensé 2023A - FB Post Bandeaux  ," CPA 
2023A - FB Post Bandeaux "
3/11/2024,,, $ 445.11 , $ 249.50 , $ 195.61 , $ -   , $ 200.64 ,3.76,, $ 118.44 ,,,,,, $ 82.20 ,,,,45.08%,59.03%,40.97%,0.00%,707,20,2.83%,$22.26,$0.63,,,,,,,,,,,,,
3/12/2024,,, $ 727.56 , $ 477.98 , $ 249.58 , $ -   , $ 194.82 ,6.34,, $ 114.75 ,,,,,, $ 80.07 ,,,,26.78%,58.90%,41.10%,0.00%,728,20,2.75%,$36.38,$1.00,,,,,,,,,,,,,
3/13/2024,,, $ 678.38 , $ 399.51 , $ 278.87 , $ -   , $ 192.86 ,5.99,, $ 113.33 ,,,,,, $ 79.53 ,,,,28.43%,58.76%,41.24%,0.00%,600,17,2.83%,$39.90,$1.13,,,,,,,,,,,,,
3/14/2024,"Augmentation budget graines ad set Lasclay, 40 à 70. Changement ad set conversion produits hiver à automatic placements (learning limited)+ augm budget de 20 a 40",, $ 656.92 , $ 418.52 , $ 238.40 , $ -   , $ 208.77 ,5.02,, $ 130.87 ,,,,,, $ 77.90 ,,,,31.78%,62.69%,37.31%,0.00%,605,23,3.80%,$28.56,$1.09,,,,,,,,,,,,,
3/15/2024,,, $ 332.34 , $ 181.82 , $ 150.52 , $ -   , $ 229.37 ,2.19,, $ 151.62 ,,,,,, $ 77.75 ,,,,69.02%,66.10%,33.90%,0.00%,660,16,2.42%,$20.77,$0.50,,,,,,,,,,,,,
3/16/2024,,, $ 440.27 , $ 202.53 , $ 237.74 , $ -   , $ 228.67 ,2.92,, $ 150.52 ,,,,,, $ 78.15 ,,,,51.94%,65.82%,34.18%,0.00%,689,22,3.19%,$20.01,$0.64,,,,,,,,,,,,,
3/17/2024,,," $ 3,939.35 "," $ 3,754.82 ", $ 184.53 , $ -   , $ 247.58 ,24.09,, $ 163.54 ,,,,,, $ 84.04 ,,,,6.28%,66.06%,33.94%,0.00%,2356,71,3.01%,$55.48,$1.67,,,,,,,,,,,,,
3/18/2024,,," $ 1,311.30 "," $ 1,183.97 ", $ 127.33 , $ -   , $ 241.44 ,8.24,, $ 159.18 ,,,,,, $ 82.26 ,,,,18.41%,65.93%,34.07%,0.00%,991,23,2.32%,$57.01,$1.32,,,,,,,,,,,,,
3/19/2024,,, $ 432.22 , $ 339.26 , $ 92.96 , $ -   , $ 236.06 ,2.76,, $ 156.39 ,,,,,, $ 79.67 ,,,,54.62%,66.25%,33.75%,0.00%,794,19,2.39%,$22.75,$0.54,,,,,,,,,,,,,
3/20/2024,,, $ 923.39 , $ 518.55 , $ 404.84 , $ -   , $ 233.94 ,5.99,, $ 154.14 ,,,,,, $ 79.80 ,,,,25.33%,65.89%,34.11%,0.00%,750,15,2.00%,$61.56,$1.23,,,,,,,,,,,,,
3/21/2024,,, $ 601.82 , $ 451.56 , $ 150.26 , $ -   , $ 239.62 ,3.77,, $ 159.43 ,,,,,, $ 80.19 ,,,,39.82%,66.53%,33.47%,0.00%,591,16,2.71%,$37.61,$1.02,,,,,,,,,,,,,
3/22/2024,Correction erreur ad set APM. 2x le même creative sur une ad (post 2023). Changé pour les 2 posts 2021 et 2022. Reswitch ad set lasclay audience settings normaux (east french). M&M 80 to 100,, $ 331.96 , $ 317.28 , $ 14.68 , $ -   , $ 234.92 ,2.29,, $ 145.06 ,,,,,, $ 89.86 ,,,,70.77%,28.32%,0.00%,0.00%,547,8,1.46%,$41.50,$0.61,,,,,,,,,,,,,
3/23/2024,,," $ 4,609.30 "," $ 3,894.36 ", $ 714.94 , $ -   , $ 243.77 ,31.39,, $ 146.83 ,,,,,, $ 96.94 ,,,,5.29%,2.49%,0.00%,0.00%,1896,62,3.27%,$74.34,$2.43,,,,,,,,,,,,,
3/24/2024,,," $ 1,662.56 "," $ 1,452.88 ", $ 209.68 , $ -   , $ 268.87 ,10.17,, $ 163.54 ,,,,,, $ 105.33 ,,,,16.17%,7.25%,0.00%,0.00%,1014,28,2.76%,$59.38,$1.64,,,,,,,,,,,,,
3/25/2024,,," $ 1,359.07 "," $ 1,211.10 ", $ 147.97 , $ -   , $ 261.74 ,8.53,, $ 159.42 ,,,,,, $ 102.32 ,,,,19.26%,8.45%,0.00%,0.00%,772,20,2.59%,$67.95,$1.76,,,,,,,,,,,,,
3/26/2024,Reswitch ad set conversion LAS en manual placements (news feed only),, $ 681.66 , $ 383.13 , $ 298.53 , $ -   , $ 256.34 ,4.36,, $ 156.20 ,,,,,, $ 100.14 ,,,,37.61%,26.14%,0.00%,0.00%,689,24,3.48%,$28.40,$0.99,,,,,,,,,,,,,
3/27/2024,,, $ 817.33 , $ 631.10 , $ 186.23 , $ -   , $ 254.58 ,5.27,, $ 155.00 ,,,,,, $ 99.58 ,,,,31.15%,15.78%,0.00%,0.00%,603,18,2.99%,$45.41,$1.36,,,,,,,,,,,,,
3/28/2024,,," $ 1,211.36 ", $ 947.26 , $ 264.10 , $ -   , $ 250.58 ,7.97,, $ 152.01 ,,,,,, $ 98.57 ,,,,20.69%,10.41%,0.00%,0.00%,592,29,4.90%,$41.77,$2.05,,,,,,,,,,,,,
3/29/2024,,, $ 272.33 , $ 38.93 , $ 233.40 , $ -   , $ 246.22 ,1.11,, $ 149.15 ,,,,,, $ 97.07 ,,,,90.41%,249.34%,0.00%,0.00%,573,19,3.32%,$14.33,$0.48,,,,,,,,,,,,,
3/30/2024,,, $ 911.78 , $ 578.62 , $ 333.16 , $ -   , $ 246.15 ,3.70,, $ 149.28 ,,,,,, $ 96.87 ,,,,27.00%,16.74%,0.00%,0.00%,531,24,4.52%,$37.99,$1.72,,,,,,,,,,,,,
3/31/2024,,, $ 315.57 , $ 241.46 , $ 74.11 , $ -   , $ 272.37 ,1.16,, $ 165.59 ,,,,,, $ 106.78 ,,,,86.31%,44.22%,0.00%,0.00%,664,16,2.41%,$19.72,$0.48,,,,,,,,,,,,,
4/1/2024,,, $ 592.66 , $ 349.57 , $ 243.09 , $ -   , $ 262.62 ,2.26,, $ 159.53 ,,,,,, $ 103.09 ,,,,44.31%,29.49%,0.00%,0.00%,916,27,2.95%,$21.95,$0.65,,,,,,,,,,,,,
4/2/2024,,, $ 855.54 , $ 463.71 , $ 391.83 , $ -   , $ 253.78 ,3.37,, $ 154.11 ,,,,,, $ 99.67 ,,,,29.66%,21.49%,0.00%,0.00%,691,26,3.76%,$32.91,$1.24,,,,,,,,,,,,,
4/3/2024,,, $ 612.36 , $ 430.58 , $ 181.78 , $ -   , $ 250.94 ,2.44,, $ 151.85 ,,,,,, $ 99.09 ,,,,40.98%,23.01%,0.00%,0.00%,570,19,3.33%,$32.23,$1.07,,,,,,,,,,,,,
4/4/2024,,, $ 563.70 , $ 408.53 , $ 155.17 , $ -   , $ 249.05 ,2.26,, $ 151.58 ,,,,,, $ 97.47 ,,,,44.18%,23.86%,0.00%,0.00%,608,18,2.96%,$31.32,$0.93,,,,,,,,,,,,,
4/5/2024,,, $ 500.94 , $ 267.87 , $ 233.07 , $ -   , $ 247.54 ,2.02,, $ 151.09 ,,,,,, $ 96.45 ,,,,49.42%,36.01%,0.00%,0.00%,591,18,3.05%,$27.83,$0.85,,,,,,,,,,,,,
4/6/2024,,, $ 348.46 , $ 251.88 , $ 96.58 , $ -   , $ 248.60 ,1.40,, $ 151.15 ,,,,,, $ 97.45 ,,,,71.34%,38.69%,0.00%,0.00%,603,13,2.16%,$26.80,$0.58,,,,,,,,,,,,,
4/7/2024,,, $ 805.85 , $ 662.49 , $ 143.36 , $ -   , $ 270.67 ,2.98,, $ 164.51 ,,,,,, $ 106.16 ,,,,33.59%,16.02%,0.00%,0.00%,710,18,2.54%,$44.77,$1.14,,,,,,,,,,,,,
4/8/2024,,, $ 961.53 , $ 596.63 , $ 364.90 , $ -   , $ 269.48 ,3.57,, $ 166.06 ,,,,,, $ 103.42 ,,,,28.03%,17.33%,0.00%,0.00%,663,28,4.22%,$34.34,$1.45,,,,,,,,,,,,,
4/9/2024,,, $ 199.19 , $ 106.87 , $ 92.32 , $ -   , $ 253.71 ,0.79,, $ 153.94 ,,,,,, $ 99.77 ,,,,127.37%,93.36%,0.00%,0.00%,691,14,2.03%,$14.23,$0.29,,,,,,,,,,,,,
4/10/2024,,, $ 687.59 , $ 422.57 , $ 265.02 , $ -   , $ 250.70 ,2.74,, $ 151.62 ,,,,,, $ 99.08 ,,,,36.46%,23.45%,0.00%,0.00%,616,25,4.06%,$27.50,$1.12,,,,,,,,,,,,,
4/11/2024,,, $ 446.31 , $ 312.75 , $ 133.56 , $ -   , $ 246.58 ,1.81,, $ 149.21 ,,,,,, $ 97.37 ,,,,55.25%,31.13%,0.00%,0.00%,601,22,3.66%,$20.29,$0.74,,,,,,,,,,,,,
4/12/2024,"Pub produits printemps off. Engagement produits printemps off, engagement sacs lunch on",, $ 374.00 , $ 260.08 , $ 113.92 , $ -   , $ 247.45 ,1.51,, $ 150.66 ,,,,,, $ 96.79 ,,,,66.16%,37.22%,0.00%,0.00%,629,19,3.02%,$19.68,$0.59,,,,,,,,,,,,,
4/13/2024,,, $ 674.19 , $ 384.82 , $ 289.37 , $ -   , $ 246.38 ,2.74,, $ 148.97 ,,,,,, $ 97.41 ,,,,36.54%,25.31%,0.00%,0.00%,696,22,3.16%,$30.65,$0.97,,,,,,,,,,,,,
4/14/2024,,, $ 488.97 , $ 300.99 , $ 187.98 , $ -   , $ 271.02 ,1.80,, $ 164.76 ,,,,,, $ 106.26 ,,,,55.43%,35.30%,0.00%,0.00%,720,20,2.78%,$24.45,$0.68,,,,,,,,,,,,,
4/15/2024,,, $ 802.33 , $ 565.19 , $ 237.14 , $ -   , $ 262.04 ,3.06,, $ 159.12 ,,,,,, $ 102.92 ,,,,32.66%,18.21%,0.00%,0.00%,648,27,4.17%,$29.72,$1.24,,,,,,,,,,,,,
4/16/2024,,, $ 191.60 , $ 116.10 , $ 75.50 , $ -   , $ 235.16 ,0.81,, $ 141.08 ,,,,,, $ 94.08 ,,,,122.73%,81.03%,0.00%,0.00%,592,14,2.36%,$13.69,$0.32,,,,,,,,,,,,,
4/17/2024,,, $ 331.38 , $ 198.48 , $ 132.90 , $ -   , $ 256.54 ,1.29,, $ 156.64 ,,,,,, $ 99.90 ,,,,77.42%,50.33%,0.00%,0.00%,602,18,2.99%,$18.41,$0.55,,,,,,,,,,,,,
4/18/2024,,, $ 374.33 , $ 281.43 , $ 92.90 , $ -   , $ 251.14 ,1.49,, $ 152.20 ,,,,,, $ 98.94 ,,,,67.09%,35.16%,0.00%,0.00%,584,14,2.40%,$26.74,$0.64,,,,,,,,,,,,,
4/19/2024,,, $ 564.40 , $ 513.44 , $ 50.96 , $ -   , $ 257.50 ,2.19,, $ 157.46 ,,,,,, $ 100.04 ,,,,45.62%,19.48%,0.00%,0.00%,585,18,3.08%,$31.36,$0.96,,,,,,,,,,,,,
4/20/2024,,," $ 6,784.45 "," $ 4,701.06 "," $ 2,083.39 ", $ -   , $ 251.54 ,26.97,, $ 153.68 ,,,,,, $ 97.86 ,,,,3.71%,2.08%,0.00%,0.00%,1267,147,11.60%,$46.15,$5.35,,,,,,,,,,,,,
4/21/2024,,," $ 2,883.92 "," $ 2,146.10 ", $ 737.82 , $ -   , $ 270.74 ,10.65,, $ 164.50 ,,,,,, $ 106.24 ,,,,9.39%,4.95%,0.00%,0.00%,930,57,6.13%,$50.60,$3.10,,,,,,,,,,,,,
4/22/2024,,," $ 1,055.06 ", $ 810.23 , $ 244.83 , $ -   , $ 264.38 ,3.99,, $ 161.29 ,,,,,, $ 103.09 ,,,,25.06%,12.72%,0.00%,0.00%,721,25,3.47%,$42.20,$1.46,,,,,,,,,,,,,
4/23/2024,,," $ 1,058.07 "," $ 1,004.52 ", $ 53.55 , $ -   , $ 255.38 ,4.14,, $ 155.06 ,,,,,, $ 100.32 ,,,,24.14%,9.99%,0.00%,0.00%,667,21,3.15%,$50.38,$1.59,,,,,,,,,,,,,
4/24/2024,,, $ 742.03 , $ 651.70 , $ 90.33 , $ -   , $ 250.55 ,2.96,, $ 152.07 ,,,,,, $ 98.48 ,,,,33.77%,15.11%,0.00%,0.00%,649,18,2.77%,$41.22,$1.14,,,,,,,,,,,,,
4/25/2024,,, $ 610.24 , $ 545.93 , $ 64.31 , $ -   , $ 249.15 ,2.45,, $ 151.92 ,,,,,, $ 97.23 ,,,,40.83%,17.81%,0.00%,0.00%,561,14,2.50%,$43.59,$1.09,,,,,,,,,,,,,
4/26/2024,,, $ 804.44 , $ 477.84 , $ 326.60 , $ -   , $ 246.92 ,3.26,, $ 150.23 ,,,,,, $ 96.69 ,,,,30.69%,20.23%,0.00%,0.00%,530,16,3.02%,$50.28,$1.52,,,,,,,,,,,,,
4/27/2024,,," $ 4,859.36 "," $ 4,371.56 ", $ 487.80 , $ -   , $ 247.81 ,19.61,, $ 149.86 ,,,,,, $ 97.95 ,,,,5.10%,2.24%,0.00%,0.00%,906,73,8.06%,$66.57,$5.36,,,,,,,,,,,,,
4/28/2024,,," $ 3,299.13 "," $ 2,939.45 ", $ 359.68 , $ -   , $ 270.59 ,12.19,, $ 164.68 ,,,,,, $ 105.91 ,,,,8.20%,3.60%,0.00%,0.00%,830,60,7.23%,$54.99,$3.97,,,,,,,,,,,,,
4/29/2024,,," $ 1,508.54 "," $ 1,266.97 ", $ 241.57 , $ -   , $ 264.17 ,5.71,, $ 160.53 ,,,,,, $ 103.64 ,,,,17.51%,8.18%,0.00%,0.00%,683,30,4.39%,$50.28,$2.21,,,,,,,,,,,,,
4/30/2024,,," $ 1,237.79 ", $ 871.22 , $ 366.57 , $ -   , $ 252.11 ,4.91,, $ 152.02 ,,,,,, $ 100.09 ,,,,20.37%,11.49%,0.00%,0.00%,595,24,4.03%,$51.57,$2.08,,,,,,,,,,,,,
5/1/2024,,," $ 1,075.05 ", $ 885.79 , $ 189.26 , $ -   , $ 253.93 ,4.23,, $ 155.02 ,,,,,, $ 98.91 ,,,,23.62%,11.17%,0.00%,0.00%,635,24,3.78%,$44.79,$1.69,,,,,,,,,,,,,
5/2/2024,,, $ 760.60 , $ 441.12 , $ 319.48 , $ -   , $ 251.19 ,3.03,, $ 153.10 ,,,,,, $ 98.09 ,,,,33.03%,22.24%,0.00%,0.00%,618,21,3.40%,$36.22,$1.23,,,,,,,,,,,,,
5/3/2024,,, $ 935.27 , $ 614.11 , $ 321.16 , $ -   , $ 248.79 ,3.76,, $ 151.60 ,,,,,, $ 97.19 ,,,,26.60%,15.83%,0.00%,0.00%,581,21,3.61%,$44.54,$1.61,,,,,,,,,,,,,
