produit	handle	variante_id	titre_variante	sku	prix	prix_compare	cout_unitaire	stock	suivi_stock	poids	unite_poids
Sac à lunch	lunchbag	44231067795675	Jaune ambré	LUNCHB-23-YL	59.99	59.99	22.61	5	oui	460	GRAMS
Sac à lunch	lunchbag	46745793069275	Rouge fraise	LUNCHB-23-RD	59.99	59.99	22.61	0	oui	460	GRAMS
Sac à lunch	lunchbag	45724860219611	Vert forêt (précommande)	LUNCHB-23-GN	59.99	59.99	22.61	-5	oui	460	GRAMS
Sac à lunch	lunchbag	44231067762907	Noir	LUNCHB-23-BK	59.99	59.99	22.61	0	oui	460	GRAMS
Sac à lunch	lunchbag	45850106265819	Cassonade	LUNCHB-23-BE	59.99	59.99	22.61	4	oui	460	GRAMS
Sac à lunch	lunchbag	45850110427355	Rose pastel	LUNCHB-23-PK	59.99	59.99	22.61	30	oui	460	GRAMS
Sac à lunch IMPARFAIT	sac-a-lunch-imparfait	46435856482523	Default Title	LUNCHB-23-IMP	44.99	54.99	22.61	0	oui	460	GRAMS
Sac de couchage / couverture de plein air d'asclépiade	sac-couchage-isole-fibre-asclepiade-canadien	48804278665435	150 g / m2 (0 à 15°C)		139.99	39.99	12.34	-33	oui	45	GRAMS
Sac de couchage / couverture de plein air d'asclépiade	sac-couchage-isole-fibre-asclepiade-canadien	48804278698203	250 g / m2 (0 à -18°C)		179.99	39.99	12.34	-11	oui	45	GRAMS
Sac isotherme type «Tote bag»	insulated-tote-bag	44123457454299	Jaune ambré	TOTE23-YEL	49.99	49.99	24.35	0	oui	300	GRAMS
Sac isotherme type «Tote bag»	insulated-tote-bag	46271756206299	Noir	TOTE23-BK	49.99	49.99	24.35	5	oui	300	GRAMS
Sac isotherme type «Tote bag»	insulated-tote-bag	46271756239067	Rouge fraise	TOTE23-RD	49.99	49.99	24.35	0	oui	300	GRAMS
Sac isotherme type «Tote bag»	insulated-tote-bag	46271756271835	Cassonade	TOTE23-BE	49.99	49.99	24.35	5	oui	300	GRAMS
Sac isotherme type «Tote bag»	insulated-tote-bag	46271756304603	Rose pastel	TOTE23-PK	49.99	49.99	24.35	8	oui	300	GRAMS
Sac isotherme type «Tote bag»	insulated-tote-bag	44123457421531	Vert forêt	TOTE23-GRN	49.99	49.99	24.35	0	oui	300	GRAMS
Sac isotherme type «Tote bag» IMPARFAIT	sac-isotherme-type-tote-bag-imparfait	47910236192987	Jaune ambré	TOTE23-YEL	39.99		24.35	-2	oui	300	GRAMS
Sac isotherme type «Tote bag» IMPARFAIT	sac-isotherme-type-tote-bag-imparfait	47910236225755	Vert forêt	TOTE23-GRN	39.99		24.35	0	oui	300	GRAMS
Sans titre 17déc._12:03	sans-titre-17dec-_12-03	46356146651355	Default Title		0.00			0	oui	0	GRAMS
Sans titre 24mai_18:33	sans-titre-24mai_18-33	46822964035803	Default Title		0.00			0	oui	0	GRAMS
Savon hydratant à la glycérine et huile d'asclépiade	savon	48948666007771	75g		9.99	49.99	10.0	12	oui	75	GRAMS
Semelles intérieures	semelles-interieures-isolantes-copy	47673753436379	6 femme	INSOLES-23-6F	20.99		5.45	0	oui	25	GRAMS
Semelles intérieures	semelles-interieures-isolantes-copy	47673753469147	7 femme	INSOLES-23-7F	20.99		5.45	0	oui	25	GRAMS
Semelles intérieures	semelles-interieures-isolantes-copy	47673753501915	8 femme - 6 homme	INSOLES-23-8F-6M	20.99		5.45	0	oui	25	GRAMS
Semelles intérieures	semelles-interieures-isolantes-copy	47673753534683	9 femme - 7 homme	INSOLES-23-9F-7M	20.99		5.69	0	oui	25	GRAMS
Semelles intérieures	semelles-interieures-isolantes-copy	47673753567451	10 femme - 8 homme	INSOLES-23-10F-8M	20.99		5.69	0	oui	25	GRAMS
Semelles intérieures	semelles-interieures-isolantes-copy	47673753600219	11 femme - 9 homme	INSOLES-23-11F-9M	20.99		5.69	0	oui	25	GRAMS
Semelles intérieures	semelles-interieures-isolantes-copy	47673753632987	12 femme - 10 homme	INSOLES-23-12F-10M	20.99		5.69	0	oui	25	GRAMS
Semelles intérieures	semelles-interieures-isolantes-copy	47673753665755	11 homme	INSOLES-23-11M	20.99		5.69	0	oui	25	GRAMS
Semelles intérieures	semelles-interieures-isolantes-copy	47673753698523	12 homme	INSOLES-23-12M	20.99		5.69	0	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	48822015033563	5 femme		21.99	20.99	5.45	-7	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	44237624803547	6 femme	INSOLES-23-6F	21.99	20.99	5.45	3	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	44237624836315	7 femme	INSOLES-23-7F	21.99	20.99	5.45	5	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	44237624869083	8 femme - 6 homme	INSOLES-23-8F-6M	21.99	20.99	5.45	-22	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	44237624901851	9 femme - 7 homme	INSOLES-23-9F-7M	21.99	20.99	5.69	-31	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	44237624934619	10 femme - 8 homme	INSOLES-23-10F-8M	21.99	20.99	5.69	-30	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	44237624967387	11 femme - 9 homme	INSOLES-23-11F-9M	21.99	20.99	5.69	-13	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	44237625000155	12 femme - 10 homme	INSOLES-23-12F-10M	21.99	20.99	5.69	7	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	44237625032923	11 homme	INSOLES-23-11M	21.99	20.99	5.69	-5	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	44237625065691	12 homme	INSOLES-23-12M	21.99	20.99	5.69	9	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	48822015066331	13 homme		21.99	20.99	5.45	-2	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade	thermal-insoles	48822015819995	14 homme		21.99	20.99	5.45	0	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade - ancienne version	semelles-interieures-isolantes-en-asclepiade-imparfait	47910129991899	6 femme		15.99	20.99	5.69	0	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade - ancienne version	semelles-interieures-isolantes-en-asclepiade-imparfait	47910130024667	7 femme		15.99	20.99	5.69	0	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade - ancienne version	semelles-interieures-isolantes-en-asclepiade-imparfait	47910130057435	8 femme - 6 homme		15.99	20.99	5.69	0	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade - ancienne version	semelles-interieures-isolantes-en-asclepiade-imparfait	47910099189979	9 femme - 7 homme	INSOLES-23-9F-7M	15.99	20.99	5.69	0	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade - ancienne version	semelles-interieures-isolantes-en-asclepiade-imparfait	47910099222747	10 femme - 8 homme	INSOLES-23-10F-8M	15.99	20.99	5.69	-1	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade - ancienne version	semelles-interieures-isolantes-en-asclepiade-imparfait	47910099255515	11 femme - 9 homme	INSOLES-23-11F-9M	15.99	20.99	5.69	0	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade - ancienne version	semelles-interieures-isolantes-en-asclepiade-imparfait	47910099288283	12 femme - 10 homme	INSOLES-23-12F-10M	15.99	20.99	5.69	0	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade - ancienne version	semelles-interieures-isolantes-en-asclepiade-imparfait	47910099321051	11 homme	INSOLES-23-11M	15.99	20.99	5.69	0	oui	25	GRAMS
Semelles intérieures isolantes en asclépiade - ancienne version	semelles-interieures-isolantes-en-asclepiade-imparfait	47910099353819	12 homme	INSOLES-23-12M	15.99	20.99	5.69	27	oui	25	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48320836796635	1 sachet / Tuberosa		9.99	19.99	1.1	673	oui	14	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48320836632795	1 sachet / Syriaca		9.99	19.99	1.1	127	oui	14	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48320807305435	1 sachet / Incarnata	SDBMB-MW-INC	9.99	19.99	1.5	123	oui	14	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48320836600027	1 sachet / Exaltata (rare)		9.99	19.99	1.1	52	oui	14	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48320836567259	1 sachet / Speciosa		9.99	19.99	1.1	18	oui	14	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48320836665563	1 sachet / Verticillata		9.99	19.99	1.1	39	oui	14	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48320836731099	1 sachet / Fascicularis		9.99	19.99	1.1	467	oui	14	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48320836763867	1 sachet / Sullivantii		9.99	19.99	1.1	432	oui	14	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48361429663963	1 sachet / Viridis		9.99	19.99	1.1	18	oui	14	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265785051	5 sachets / Tuberosa		29.99	49.99	5.5	167	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265621211	5 sachets / Syriaca		29.99	49.99	5.5	33	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265522907	5 sachets / Incarnata		29.99	49.99	5.5	73	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265588443	5 sachets / Exaltata (rare)		29.99	49.99	5.5	81	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265555675	5 sachets / Speciosa		29.99	49.99	5.5	33	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265653979	5 sachets / Verticillata		29.99	49.99	5.5	33	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265719515	5 sachets / Fascicularis		29.99	49.99	5.5	57	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265752283	5 sachets / Sullivantii		29.99	49.99	5.5	45	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48361429696731	5 sachets / Viridis		29.99	49.99	1.1	13	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325266079963	10 sachets / Tuberosa		59.99	99.99	11.0	131	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265916123	10 sachets / Syriaca		59.99	99.99	11.0	35	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265817819	10 sachets / Incarnata		59.99	99.99	11.0	35	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265883355	10 sachets / Exaltata (rare)		59.99	99.99	11.0	14	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265850587	10 sachets / Speciosa		59.99	99.99	11.0	12	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325265948891	10 sachets / Verticillata		59.99	99.99	11.0	24	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325266014427	10 sachets / Fascicularis		59.99	99.99	11.0	50	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48325266047195	10 sachets / Sullivantii		59.99	99.99	11.0	21	oui	80	GRAMS
Semences d’asclépiade stratifiées à froid  - prêtes à semer	graines-semences-asclepiade-stratifiees-froid	48361429729499	10 sachets / Viridis		59.99	99.99	1.1	10	oui	80	GRAMS
Service de plantation d'asclépiade - Biodiversité & revenus agricoles	service-plantation-asclepiade-papillons-monarques	48354642821339	Mini-jardin (25 pi2)		119.99			25	oui	0	GRAMS
Service de plantation d'asclépiade - Biodiversité & revenus agricoles	service-plantation-asclepiade-papillons-monarques	48354642854107	Grand jardin (150 pi2)		249.99			49	oui	0	GRAMS
Service de plantation d'asclépiade - Biodiversité & revenus agricoles	service-plantation-asclepiade-papillons-monarques	48355519201499	Garde-manger à monarques (500 pi2)		399.99			10	oui	0	GRAMS
Service de plantation d'asclépiade - Biodiversité & revenus agricoles	service-plantation-asclepiade-papillons-monarques	48354642886875	Habitat à monarques (1500 pi2)		599.99			10	oui	0	GRAMS
Soie d'asclépiade pure en vrac	isolant-asclepiade-soie-amerique	46432995049691	2.5 grammes (4"x6")	MW-FL-2.5g	12.99		0.25	475	oui	5	GRAMS
Soie d'asclépiade pure en vrac	isolant-asclepiade-soie-amerique	46432995082459	5 grammes (6"x8")	MW-FL-5g	16.99		0.5	229	oui	10	GRAMS
Soie d'asclépiade pure en vrac	isolant-asclepiade-soie-amerique	46432995115227	15 grammes (11"x11")	MW-FL-15g	24.99		1.5	61	oui	20	GRAMS
Sous-plat	milkweed-large-trivet	44856482496731	Default Title	TRIVET-24-BK	24.99			0	oui	70	GRAMS
Sous-verres en bois Asclépiade et Monarque - gravés au laser	sous-verre-bois-cadeau-asclepiade-monarque	47883641815259	2		19.99			-11	oui	1	GRAMS
Sous-verres en bois Asclépiade et Monarque - gravés au laser	sous-verre-bois-cadeau-asclepiade-monarque	47883641848027	4		29.99			10	oui	1	GRAMS
Sous-verres en bois Asclépiade et Monarque - gravés au laser	sous-verre-bois-cadeau-asclepiade-monarque	47883641880795	8		46.99			18	oui	1	GRAMS
Tuque de ville isolée à l'asclépiade	tuque-ville-asclepiade	46021755961563	Noir	FISHBEANIE-24-BK	39.99		17.28	8	oui	70	GRAMS
Tuque de ville isolée à l'asclépiade	tuque-ville-asclepiade	46021756092635	Gris cendré	FISHBEANIE-24-GREY	39.99		17.28	72	oui	70	GRAMS
Tuque de ville isolée à l'asclépiade	tuque-ville-asclepiade	46021756027099	Jaune paille	FISHBEANIE-24-YEL	39.99		17.28	14	oui	70	GRAMS
Tuque sport en asclépiade	tuque-sport-asclepiade	46021773459675	S/M	SPORTBEANIE-24-BK-S/M	49.99	49.99	14.48	23	oui	20	GRAMS
Tuque sport en asclépiade	tuque-sport-asclepiade	46021773492443	M/L	SPORTBEANIE-24-BK-M/L	49.99	49.99	14.48	172	oui	20	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46831932244187	Femme / S		199.99	239.99	60.0	1	oui	250	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46831932276955	Femme / M		199.99	239.99	60.0	-1	oui	250	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46831932309723	Femme / L		199.99	239.99	60.0	-6	oui	250	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46831932342491	Femme / XL		199.99	239.99	60.0	3	oui	250	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46851717169371	Femme / 2XL		199.99	239.99	50.0	0	oui	0	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46831932211419	Femme / XS		199.99	239.99	60.0	2	oui	250	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46831932375259	Homme / S		199.99	239.99	60.0	0	oui	250	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46831932408027	Homme / M		199.99	239.99	60.0	-1	oui	250	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46831932440795	Homme / L		199.99	239.99	60.0	-3	oui	250	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46831932473563	Homme / XL		199.99	239.99	60.0	1	oui	250	GRAMS
Veste sans manche isolée à l'asclépiade	veste-sans-manche-asclepiade	46831932506331	Homme / 2XL		199.99	239.99	60.0	0	oui	250	GRAMS
